country,continent,year,lifeexp,pop,gdppercap,iso_alpha
argentina,americas,0.6363636363636364,0.7966101694915254,0.11567053213208467,0.2466322966905039,arg
argentina,americas,0.7272727272727273,0.8135593220338984,0.1242393941920453,0.25131659182881533,arg
argentina,americas,0.8181818181818182,0.847457627118644,0.13246553167595784,0.29730029380786077,arg
argentina,americas,0.9090909090909091,0.864406779661017,0.14026338530085802,0.23715283552303343,arg
argentina,americas,1.0,0.8813559322033898,0.14748637730007733,0.34752480736182717,arg
australia,oceania,0.0,0.7796610169491526,0.03163329915103458,0.2715782471312157,aus
australia,oceania,0.09090909090909091,0.7966101694915254,0.035376566341892866,0.2968013747990465,aus
australia,oceania,0.18181818181818182,0.7966101694915254,0.03934355209135933,0.3319474471977382,aus
australia,oceania,0.2727272727272727,0.8135593220338984,0.04329183537687347,0.3319474471977382,aus
australia,oceania,0.36363636363636365,0.8135593220338984,0.04807368487859684,0.45864515771384223,aus
australia,oceania,0.45454545454545453,0.847457627118644,0.05136155092045974,0.5014967570264427,aus
australia,oceania,0.5454545454545454,0.864406779661017,0.05543006066638774,0.5331781140861467,aus
australia,oceania,0.6363636363636364,0.8983050847457628,0.05936277872274148,0.6000055435445424,aus
australia,oceania,0.7272727272727273,0.9152542372881356,0.06385139939124965,0.6425799656300238,aus
australia,oceania,0.8181818181818182,0.9322033898305084,0.0678215626904411,0.7416153888796496,aus
australia,oceania,0.9090909090909091,0.9661016949152542,0.07141893380349927,0.843893785686568,aus
australia,oceania,1.0,0.9830508474576272,0.07467119076447629,0.9477798104107766,aus
austria,europe,0.0,0.7288135593220338,0.02517030228015874,0.16342369310937413,aut
austria,europe,0.09090909090909091,0.7457627118644068,0.025309894568423676,0.23840013304506902,aut
austria,europe,0.18181818181818182,0.7796610169491526,0.025910968230590303,0.291285547979378,aut
austria,europe,0.2727272727272727,0.7966101694915254,0.02681671283697727,0.34904928211098174,aut
austria,europe,0.36363636363636365,0.7966101694915254,0.02742951081468054,0.4551250069294307,aut
austria,europe,0.45454545454545453,0.8305084745762712,0.027518309952266423,0.540717334663784,aut
austria,europe,0.5454545454545454,0.847457627118644,0.027540970609647806,0.5919396862353788,aut
austria,europe,0.6363636363636364,0.864406779661017,0.02755669343354658,0.649869726703254,aut
austria,europe,0.7272727272727273,0.8983050847457628,0.028788373278853346,0.7428626864016853,aut
austria,europe,0.8181818181818182,0.9152542372881356,0.029356106491367957,0.79976717112922,aut
austria,europe,0.9090909090909091,0.9322033898305084,0.02964357395414753,0.8918454459781584,aut
austria,europe,1.0,0.9491525423728814,0.0298322148559876,0.9946504795166029,aut
bahrain,asia,0.0,0.4576271186440678,0.0002214975722952027,0.26681079882476855,bhr
bahrain,asia,0.09090909090909091,0.5084745762711864,0.00028822978151406313,0.31581573257941126,bhr
bahrain,asia,0.18181818181818182,0.559322033898305,0.0004099368994699022,0.3468041465713177,bhr
bahrain,asia,0.2727272727272727,0.6101694915254238,0.0005210558500029993,0.4036531958534287,bhr
bahrain,asia,0.36363636363636365,0.6779661016949152,0.0006259406458853228,0.4996673873274572,bhr
bahrain,asia,0.45454545454545453,0.711864406779661,0.000870065890616666,0.5293807860746161,bhr
bahrain,asia,0.5454545454545454,0.7796610169491526,0.0011653068054916517,0.5258051998447808,bhr
bahrain,asia,0.6363636363636364,0.7966101694915254,0.0014462102641680337,0.5067631243417041,bhr
bahrain,asia,0.7272727272727273,0.8305084745762712,0.001720641343589115,0.520926880647486,bhr
bahrain,asia,0.8181818181818182,0.847457627118644,0.0019737824733533226,0.5557680580963468,bhr
bahrain,asia,0.9090909090909091,0.864406779661017,0.0021857510614674493,0.6419978934530739,bhr
bahrain,asia,1.0,0.8813559322033898,0.0023769757840181554,0.8191972947502634,bhr
bangladesh,asia,0.0,0.23728813559322035,0.17162011301602467,0.012278951161372582,bgd
bangladesh,asia,0.09090909090909091,0.2711864406779661,0.18803418775226544,0.011641443538998836,bgd
bangladesh,asia,0.18181818181818182,0.3050847457627119,0.2080957084134359,0.012334386606796385,bgd
bangladesh,asia,0.2727272727272727,0.3389830508474576,0.23002188268912288,0.013304506901712955,bgd
bangladesh,asia,0.36363636363636365,0.3728813559322034,0.2591124457113156,0.010782194134929875,bgd
bangladesh,asia,0.45454545454545453,0.3898305084745763,0.29454931219810504,0.011586008093575031,bgd
bangladesh,asia,0.5454545454545454,0.4576271186440678,0.3408971917566854,0.012057209379677365,bgd
bangladesh,asia,0.6363636363636364,0.4915254237288136,0.38007537199257607,0.014136038583070014,bgd
bangladesh,asia,0.7272727272727273,0.559322033898305,0.4165066502835575,0.016519762736293585,bgd
bangladesh,asia,0.8181818181818182,0.6101694915254238,0.4517298402950681,0.020261655302400355,bgd
bangladesh,asia,0.9090909090909091,0.6610169491525424,0.496961370036884,0.02480736182715228,bgd
bangladesh,asia,1.0,0.6949152542372882,0.5511723071271205,0.03187538111868729,bgd
belgium,europe,0.0,0.7627118644067796,0.03177694125757647,0.22456898941182993,bel
belgium,europe,0.09090909090909091,0.7796610169491526,0.03272509717355706,0.26256998724984754,bel
belgium,europe,0.18181818181818182,0.7966101694915254,0.033565439963516595,0.2979655191529464,bel
belgium,europe,0.2727272727272727,0.7966101694915254,0.034804574406448095,0.3577803647652309,bel
belgium,europe,0.36363636363636365,0.8135593220338984,0.03536385247799896,0.4554299018792616,bel
belgium,europe,0.45454545454545453,0.8305084745762712,0.035776897292309456,0.523199733909862,bel
belgium,europe,0.5454545454545454,0.847457627118644,0.03590335057738626,0.5748101335994235,bel
belgium,europe,0.6363636363636364,0.8813559322033898,0.03595428299783411,0.617661732912024,bel
belgium,europe,0.7272727272727273,0.8983050847457628,0.036597203560531325,0.702200787183325,bel
belgium,europe,0.8181818181818182,0.9152542372881356,0.037162217347560415,0.7572481844891624,bel
belgium,europe,0.9090909090909091,0.9322033898305084,0.037573367360016444,0.8382948056987638,bel
belgium,europe,1.0,0.9491525423728814,0.03786750511172278,0.9271855424358335,bel
benin,africa,0.0,0.2542372881355932,0.006150973948860412,0.022756250346471534,ben
benin,africa,0.09090909090909091,0.288135593220339,0.006835807381978702,0.019901324907145627,ben
benin,africa,0.18181818181818182,0.3220338983050847,0.007666742132556387,0.01962414768002661,ben
benin,africa,0.2727272727272727,0.3559322033898305,0.00867622439173003,0.02200787183325018,ben
benin,africa,0.36363636363636365,0.4067796610169492,0.009900599904162609,0.02339375796884528,ben
benin,africa,0.45454545454545453,0.4406779661016949,0.011391739328744417,0.021841565496978767,ben
benin,africa,0.5454545454545454,0.4576271186440678,0.01312651288887285,0.02871556072953046,ben
benin,africa,0.6363636363636364,0.4915254237288136,0.015333517250058016,0.02727423914851156,ben
benin,africa,0.7272727272727273,0.5084745762711864,0.018037853955629218,0.026331836576306892,ben
benin,africa,0.8181818181818182,0.5254237288135594,0.022012206342866433,0.02746826320749487,ben
benin,africa,0.9090909090909091,0.5254237288135594,0.025530721446832286,0.03134874438716115,ben
benin,africa,1.0,0.559322033898305,0.029387031710029463,0.03326126725428239,ben
bolivia,americas,0.0,0.288135593220339,0.01034739198244978,0.06752037252619325,bol
bolivia,americas,0.09090909090909091,0.3050847457627119,0.011551060279258096,0.05227562503464715,bol
bolivia,americas,0.18181818181818182,0.3389830508474576,0.012951747653997996,0.05374466433837796,bol
bolivia,americas,0.2727272727272727,0.3728813559322034,0.014589072690899261,0.06499805975941017,bol
bolivia,americas,0.36363636363636365,0.3898305084745763,0.016513953150434083,0.07591884250789956,bol
bolivia,americas,0.45454545454545453,0.4576271186440678,0.018397188284103687,0.09166250900825988,bol
bolivia,americas,0.5454545454545454,0.5084745762711864,0.02045877668169171,0.0807971617051943,bol
bolivia,americas,0.6363636363636364,0.576271186440678,0.02234311497852997,0.0696269194522978,bol
bolivia,americas,0.7272727272727273,0.6101694915254238,0.025044516023974617,0.07539220577637341,bol
bolivia,americas,0.8181818181818182,0.6610169491525424,0.02797554726321362,0.08550917456621764,bol
bolivia,americas,0.9090909090909091,0.6779661016949152,0.0307314247782227,0.08792061644215311,bol
bolivia,americas,1.0,0.711864406779661,0.033201696647361424,0.09925716503132102,bol
bosnia and herzegovina,europe,0.0,0.5084745762711864,0.010009058069112835,0.020289373025112255,bih
bosnia and herzegovina,europe,0.09090909090909091,0.5932203389830508,0.01105358133511543,0.030822107655635013,bih
bosnia and herzegovina,europe,0.18181818181818182,0.6440677966101694,0.01205412467412844,0.04068961694107212,bih
bosnia and herzegovina,europe,0.2727272727272727,0.6949152542372882,0.012919063238256904,0.05352292255668274,bih
bosnia and herzegovina,europe,0.36363636363636365,0.7457627118644068,0.01377667181455377,0.07259271578247131,bih
bosnia and herzegovina,europe,0.45454545454545453,0.7796610169491526,0.01475522519007199,0.09110815455402184,bih
bosnia and herzegovina,europe,0.5454545454545454,0.7966101694915254,0.015072954507614316,0.10768335273573923,bih
bosnia and herzegovina,europe,0.6363636363636364,0.8135593220338984,0.015682384355908966,0.11289428460557681,bih
bosnia and herzegovina,europe,0.7272727272727273,0.8305084745762712,0.015378321800678654,0.06388935085093408,bih
bosnia and herzegovina,europe,0.8181818181818182,0.847457627118644,0.012999693104404473,0.1254226952713565,bih
bosnia and herzegovina,europe,0.9090909090909091,0.864406779661017,0.01504628434688905,0.1601252841066578,bih
bosnia and herzegovina,europe,1.0,0.864406779661017,0.016463838023629454,0.19970619213925384,bih
botswana,africa,0.0,0.4067796610169492,0.001401116179028048,0.016907810854260213,bwa
botswana,africa,0.09090909090909091,0.4406779661016949,0.0015196090973197316,0.018764898275957648,bwa
botswana,africa,0.18181818181818182,0.4745762711864407,0.0016593369903595524,0.020566550252231277,bwa
botswana,africa,0.2727272727272727,0.5084745762711864,0.001808784447264071,0.026969344198680637,bwa
botswana,africa,0.36363636363636365,0.559322033898305,0.002049977696862775,0.05604523532346582,bwa
botswana,africa,0.45454545454545453,0.6101694915254238,0.002644150175485956,0.08240478962248461,bwa
botswana,africa,0.5454545454545454,0.6440677966101694,0.003336375901332412,0.11946338488829758,bwa
botswana,africa,0.6363636363636364,0.6779661016949152,0.003999142406083679,0.16530849825378346,bwa
botswana,africa,0.7272727272727273,0.6610169491525424,0.004700732191385,0.21378679527690006,bwa
botswana,africa,0.8181818181818182,0.4915254237288136,0.005411455141524492,0.23299517711624812,bwa
botswana,africa,0.9090909090909091,0.3898305084745763,0.005755271885759471,0.2982981318254892,bwa
botswana,africa,1.0,0.4576271186440678,0.005787465192315846,0.34170408559232773,bwa
brazil,africa,0.0,0.4576271186440678,0.20722809806874282,0.05174898830312102,bra
brazil,americas,0.09090909090909091,0.5084745762711864,0.24002470293859102,0.06225400521093187,bra
brazil,americas,0.18181818181818182,0.5423728813559322,0.27846396176115407,0.08578635179333666,bra
brazil,americas,0.2727272727272727,0.576271186440678,0.3224821256322605,0.08836410000554354,bra
brazil,americas,0.36363636363636365,0.6101694915254238,0.36935825908889447,0.13149287654526304,bra
brazil,americas,0.45454545454545453,0.6440677966101694,0.4187399949560155,0.17792006208769887,bra
brazil,americas,0.5454545454545454,0.6779661016949152,0.4724284468486218,0.18817561949110262,bra
brazil,americas,0.6363636363636364,0.711864406779661,0.5236472389260733,0.20971229003825045,bra
brazil,americas,0.7272727272727273,0.7457627118644068,0.5714310557708758,0.18595820167415045,bra
brazil,americas,0.8181818181818182,0.7796610169491526,0.6175027597129311,0.21386994844503576,bra
brazil,americas,0.9090909090909091,0.8135593220338984,0.6591645523958141,0.2186928321969067,bra
brazil,americas,1.0,0.8305084745762712,0.6961679252420698,0.24458118520982317,bra
bulgaria,europe,0.0,0.6101694915254238,0.026442524288162066,0.06106214313432008,bgr
bulgaria,europe,0.09090909090909091,0.7288135593220338,0.027821859408348523,0.0766949387438328,bgr
bulgaria,europe,0.18181818181818182,0.7796610169491526,0.02914745838774154,0.11123122124286268,bgr
bulgaria,europe,0.2727272727272727,0.7966101694915254,0.030236987779030142,0.147901768390709,bgr
bulgaria,europe,0.36363636363636365,0.7966101694915254,0.031211780870790753,0.17617384555684906,bgr
bulgaria,europe,0.45454545454545453,0.7966101694915254,0.03202109215726522,0.20430733410942956,bgr
bulgaria,europe,0.5454545454545454,0.8135593220338984,0.03236954511880369,0.2212705804091136,bgr
bulgaria,europe,0.6363636363636364,0.8135593220338984,0.03266223153291937,0.2216863462497921,bgr
bulgaria,europe,0.7272727272727273,0.8135593220338984,0.03151343186002447,0.16799711735683795,bgr
bulgaria,europe,0.8181818181818182,0.7966101694915254,0.02934210987960352,0.1587948334164865,bgr
bulgaria,europe,0.9090909090909091,0.8305084745762712,0.02786050676919062,0.20663562281722933,bgr
bulgaria,europe,1.0,0.847457627118644,0.026618290066375935,0.2893453073895449,bgr
burkina faso,africa,0.0,0.13559322033898305,0.01616250588886641,0.008370752258994401,bfa
burkina faso,africa,0.09090909090909091,0.1864406779661017,0.01705470101274667,0.010421863739675147,bfa
burkina faso,africa,0.18181818181818182,0.23728813559322035,0.01781048139808699,0.013332224624424857,bfa
burkina faso,africa,0.2727272727272727,0.288135593220339,0.01857391062572958,0.0153279006596818,bfa
burkina faso,africa,0.36363636363636365,0.3389830508474576,0.01969521917926207,0.01699096402239592,bfa
burkina faso,africa,0.45454545454545453,0.3898305084745763,0.02136531292676449,0.0139142968013748,bfa
burkina faso,africa,0.5454545454545454,0.423728813559322,0.024095814023900576,0.015688231054936528,bfa
burkina faso,africa,0.6363636363636364,0.4406779661016949,0.02758472330701461,0.018598591939686236,bfa
burkina faso,africa,0.7272727272727273,0.4576271186440678,0.03231898652773525,0.01912522867121237,bfa
burkina faso,africa,0.8181818181818182,0.4576271186440678,0.03772316665633688,0.019540994511890904,bfa
burkina faso,africa,0.9090909090909091,0.4576271186440678,0.04468066649629576,0.022063307278673984,bfa
burkina faso,africa,1.0,0.4915254237288136,0.05228550688161431,0.027052497366816343,bfa
burundi,africa,0.0,0.2711864406779661,0.008743235140486492,0.002716336825766395,bdi
burundi,africa,0.09090909090909091,0.288135593220339,0.009556497290402196,0.0038250457342424746,bdi
burundi,africa,0.18181818181818182,0.3220338983050847,0.010635460504231548,0.003159820389156827,bdi
burundi,africa,0.2727272727272727,0.3389830508474576,0.011988114468710993,0.00473973058373524,bdi
burundi,africa,0.36363636363636365,0.3559322033898305,0.012717426267991414,0.006181052164754144,bdi
burundi,africa,0.45454545454545453,0.3728813559322034,0.013833167695765806,0.008731082654249126,bdi
burundi,africa,0.5454545454545454,0.4067796610169492,0.016567234831981963,0.008814235822384832,bdi
burundi,africa,0.6363636363636364,0.423728813559322,0.018566903157362574,0.010532734630522756,bdi
burundi,africa,0.7272727272727273,0.3559322033898305,0.021070874645557063,0.010809911857641775,bdi
burundi,africa,0.8181818181818182,0.3728813559322034,0.022215723455010727,0.006153334442042242,bdi
burundi,africa,0.9090909090909091,0.4067796610169492,0.025512268202466243,0.005682133155939908,bdi
burundi,africa,1.0,0.4406779661016949,0.030531209825596536,0.005238649592549476,bdi
cambodia,asia,0.0,0.2711864406779661,0.016982940431875333,0.0035201507844115527,khm
cambodia,asia,0.09090909090909091,0.3050847457627119,0.019287122106737897,0.0053495204833970845,khm
cambodia,asia,0.18181818181818182,0.3389830508474576,0.022076486671155623,0.007068019291535007,khm
cambodia,asia,0.2727272727272727,0.3728813559322034,0.025288663258669453,0.007816397804756361,khm
cambodia,asia,0.36363636363636365,0.288135593220339,0.027086485709131372,0.004989190088142358,khm
cambodia,asia,0.45454545454545453,0.13559322033898305,0.02535661224586836,0.007844115527468264,khm
cambodia,asia,0.5454545454545454,0.4576271186440678,0.026433673327855414,0.010615887798658461,khm
cambodia,asia,0.6363636363636364,0.5084745762711864,0.030462623129456284,0.01225123343866068,khm
cambodia,asia,0.7272727272727273,0.5423728813559322,0.03698009280490264,0.012223515715948778,khm
cambodia,asia,0.8181818181818182,0.559322033898305,0.04296454409020482,0.01366483729696768,khm
cambodia,asia,0.9090909090909091,0.559322033898305,0.04715636255642987,0.018155108376295803,khm
cambodia,asia,1.0,0.6101694915254238,0.051573233639048435,0.04080048783191973,khm
cameroon,africa,0.0,0.2542372881355932,0.018138260128946433,0.025805199844780753,cmr
cameroon,africa,0.09090909090909091,0.288135593220339,0.01942414523426786,0.029713398747158934,cmr
cameroon,africa,0.18181818181818182,0.3220338983050847,0.02101368974548886,0.0320971229003825,cmr
cameroon,africa,0.2727272727272727,0.3559322033898305,0.02299965099362438,0.03511835467597982,cmr
cameroon,africa,0.36363636363636365,0.4067796610169492,0.02551208495277045,0.039996673873274574,cmr
cameroon,africa,0.45454545454545453,0.4406779661016949,0.02895291684569704,0.04274072842175287,cmr
cameroon,africa,0.5454545454545454,0.4915254237288136,0.033684299381199864,0.05892787848550363,cmr
cameroon,africa,0.6363636363636364,0.5254237288135594,0.03929113901336949,0.0654415433228006,cmr
cameroon,africa,0.7272727272727273,0.5254237288135594,0.04547216591233945,0.04301790564887189,cmr
cameroon,africa,0.8181818181818182,0.4915254237288136,0.05180761366495767,0.04027385110039359,cmr
cameroon,africa,0.9090909090909091,0.4406779661016949,0.058163369148863324,0.04692610455125007,cmr
cameroon,africa,1.0,0.4576271186440678,0.06463686622730792,0.049919618604135484,cmr
canada,americas,0.0,0.7627118644067796,0.053969135451647776,0.3083873828926215,can
canada,americas,0.09090909090909091,0.7796610169491526,0.06212217096691581,0.33948666777537556,can
canada,americas,0.18181818181818182,0.8135593220338984,0.06936308112138947,0.3664560119740562,can
canada,americas,0.2727272727272727,0.8305084745762712,0.07608437943346297,0.438910139142968,can
canada,americas,0.36363636363636365,0.8305084745762712,0.08145261696673237,0.5191252286712124,can
canada,americas,0.45454545454545453,0.864406779661017,0.08699372126802823,0.6056045235323466,can
canada,americas,0.5454545454545454,0.8813559322033898,0.09214487021668312,0.6280004434835634,can
canada,americas,0.6363636363636364,0.8983050847457628,0.09708454901639645,0.731332113753534,can
canada,americas,0.7272727272727273,0.9152542372881356,0.1043185213373875,0.7234602805033539,can
canada,americas,0.8181818181818182,0.9322033898305084,0.11085079025826586,0.7958589722268419,can
canada,americas,0.9090909090909091,0.9491525423728814,0.1167016781702946,0.9170962913687012,can
canada,americas,1.0,0.9661016949152542,0.12215472366277556,1.0,can
central african republic,africa,0.0,0.2033898305084746,0.004514114366186452,0.02300570985087865,caf
central african republic,africa,0.09090909090909091,0.23728813559322035,0.004882772439182715,0.026304118853594988,caf
central african republic,africa,0.18181818181818182,0.2711864406779661,0.005363597650971994,0.026387272021730693,caf
central african republic,africa,0.2727272727272727,0.3050847457627119,0.006133832772316222,0.02480736182715228,caf
central african republic,africa,0.36363636363636365,0.3389830508474576,0.0068434562242809735,0.02297799212816675,caf
central african republic,africa,0.45454545454545453,0.3898305084745763,0.007724055307411645,0.02405898331393093,caf
central african republic,africa,0.5454545454545454,0.423728813559322,0.008858143694728525,0.01981817173900992,caf
central african republic,africa,0.6363636363636364,0.4576271186440678,0.010188675755932207,0.0167137867952769,caf
central african republic,africa,0.7272727272727273,0.4406779661016949,0.011746719644446919,0.014025167692222408,caf
central african republic,africa,0.8181818181818182,0.3898305084745763,0.013327757704789351,0.013831143633239094,caf
central african republic,africa,0.9090909090909091,0.3389830508474576,0.01461600306619255,0.013775708187815289,caf
central african republic,africa,1.0,0.3559322033898305,0.015792557738011786,0.012888741061034426,caf
chad,africa,0.0,0.2542372881355932,0.00961126695947989,0.025971506181052165,tcd
chad,africa,0.09090909090909091,0.2711864406779661,0.010389686012238096,0.029574810133599423,tcd
chad,africa,0.18181818181818182,0.3050847457627119,0.011326319187347412,0.03181994567326348,tcd
chad,africa,0.2727272727272727,0.3389830508474576,0.01259275783495161,0.0264704251898664,tcd
chad,africa,0.36363636363636365,0.3728813559322034,0.014070120547403931,0.023920394700371418,tcd
chad,africa,0.45454545454545453,0.4067796610169492,0.015863006251061268,0.024724208659016575,tcd
chad,africa,0.5454545454545454,0.4406779661016949,0.01764733785891913,0.015411053827817506,tcd
chad,africa,0.6363636363636364,0.4745762711864407,0.019933696668369166,0.019707300848162315,tcd
chad,africa,0.7272727272727273,0.4745762711864407,0.023343834237250942,0.022645379455623924,tcd
chad,africa,0.8181818181818182,0.4745762711864407,0.02749478435632091,0.021148622429181217,tcd
chad,africa,0.9090909090909091,0.4576271186440678,0.0321629897267032,0.02536171628139032,tcd
chad,africa,1.0,0.4576271186440678,0.03730522541015487,0.04055102832751261,tcd
chile,americas,0.0,0.5254237288135594,0.023153994882400407,0.10250013858861357,chl
chile,americas,0.09090909090909091,0.559322033898305,0.0256124984560755,0.11292200232828871,chl
chile,americas,0.18181818181818182,0.576271186440678,0.028958022182221745,0.11857641776151671,chl
chile,americas,0.2727272727272727,0.6271186440677966,0.03224790397073834,0.13484672099340317,chl
chile,americas,0.36363636363636365,0.6779661016949152,0.035394726386745644,0.14560119740562116,chl
chile,americas,0.45454545454545453,0.7457627118644068,0.03862823690384334,0.12514551804423749,chl
chile,americas,0.5454545454545454,0.7966101694915254,0.041880255640215816,0.13454182604357226,chl
chile,americas,0.6363636363636364,0.8305084745762712,0.04545817663056285,0.14707023670935196,chl
chile,americas,0.7272727272727273,0.864406779661017,0.04952500047928958,0.20386385054603914,chl
chile,americas,0.8181818181818182,0.8813559322033898,0.05328871100621019,0.27376794722545594,chl
chile,americas,0.9090909090909091,0.9152542372881356,0.05657663935296966,0.2920616442153113,chl
chile,americas,1.0,0.9322033898305084,0.059463536735474616,0.3583901546648927,chl
colombia,americas,0.0,0.4576271186440678,0.0450455606205405,0.052746826320749486,col
colombia,americas,0.09090909090909091,0.5423728813559322,0.05287113625941976,0.057708298686179944,col
colombia,americas,0.18181818181818182,0.576271186440678,0.06212118508355246,0.06239259382449138,col
colombia,americas,0.2727272727272727,0.6101694915254238,0.07221509875679778,0.06754809024890515,col
colombia,americas,0.36363636363636365,0.6440677966101694,0.08239961474463556,0.08379067575807972,col
colombia,americas,0.45454545454545453,0.6779661016949152,0.09175092735066177,0.09906314097233772,col
colombia,americas,0.5454545454545454,0.7288135593220338,0.10153731138443244,0.11519485559066467,col
colombia,americas,0.6363636363636364,0.7457627118644068,0.11326382958241547,0.12922002328288706,col
colombia,americas,0.7272727272727273,0.7627118644067796,0.1251328244188752,0.14421531127002604,col
colombia,americas,0.8181818181818182,0.7966101694915254,0.13779577788229608,0.1628693386551361,col
colombia,americas,0.9090909090909091,0.8135593220338984,0.1500749625028059,0.15283552303342757,col
colombia,americas,1.0,0.8305084745762712,0.1618737617107963,0.18751039414601697,col
comoros,africa,0.0,0.288135593220339,0.0003442345535413812,0.023864959254947613,com
comoros,africa,0.09090909090909091,0.3220338983050847,0.0004065101301586306,0.02688619103054493,com
comoros,africa,0.18181818181818182,0.3559322033898305,0.0004825990688445248,0.032291146959365816,com
comoros,africa,0.2727272727272727,0.3898305084745763,0.0005767490975474744,0.045318476633959756,com
